id;festival;categoria;año;premiado_a;director
1282;Premios Oscars ; Mejor dirección: ;1939; Vive como quieras ; Roman Polanski
1283;Premios Oscars ; Mejor dirección: ;1938; La pícara puritana ; Adrien Brody
1284;Premios Oscars ; Mejor dirección: ;1937; El secreto de vivir ; Thomas Kretschmann
1285;Premios Oscars ; Mejor dirección: ;1936; El delator ; Maureen Lipman
1286;Premios Oscars ; Mejor dirección: ;1935; Sucedió una noche ; Ron Howard
1287;Premios Oscars ; Mejor dirección: ;1934; Cabalgata ; Russell Crowe
1288;Premios Oscars ; Mejor dirección: ;1933; Bad Girl ; Jennifer Connelly
1289;Premios Oscars ; Mejor dirección: ;1932; Las peripecias de Skippy ; Ed Harris
1290;Premios Oscars ; Mejor dirección: ;1931; Sin novedad en el frente ; Steven Soderbergh
1291;Premios Oscars ; Mejor dirección: ;1930; Trafalgar ; Michael Douglas
1292;Premios Oscars ; Mejor dirección: ;1929; El séptimo cielo ; Benicio del Toro
1293;Premios Oscars ; Mejor dirección: ;1928; Hermanos de armas ; Don Cheadle
1294;Premios Globos de Oro ; Mejor película - Drama: ;2023; Los Fabelman ; Steven Spielberg
1295;Premios Globos de Oro ; Mejor película - Drama: ;2022; El poder del perro ; Michelle Williams
1296;Premios Globos de Oro ; Mejor película - Drama: ;2021; Nomadland ; Paul Dano
1297;Premios Globos de Oro ; Mejor película - Drama: ;2020;1917; Gabriel LaBelle
1298;Premios Globos de Oro ; Mejor película - Drama: ;2019; Bohemian Rhapsody ; Jane Campion
1299;Premios Globos de Oro ; Mejor película - Drama: ;2018; Tres anuncios en las afueras ; Benedict Cumberbatch
1300;Premios Globos de Oro ; Mejor película - Drama: ;2017; Moonlight ; Jesse Plemons
1301;Premios Globos de Oro ; Mejor película - Drama: ;2016; El renacido ; Kirsten Dunst
1302;Premios Globos de Oro ; Mejor película - Drama: ;2015; Boyhood (Momentos de una vida) ; Chloé Zhao
1303;Premios Globos de Oro ; Mejor película - Drama: ;2014; 12 años de esclavitud ; Frances McDormand
1304;Premios Globos de Oro ; Mejor película - Drama: ;2013; Argo ; David Strathairn
1305;Premios Globos de Oro ; Mejor película - Drama: ;2012; Los descendientes ; Linda May
1306;Premios Globos de Oro ; Mejor película - Drama: ;2011; La red social ; Sam Mendes
1307;Premios Globos de Oro ; Mejor película - Drama: ;2010; Avatar ; George MacKay
1308;Premios Globos de Oro ; Mejor película - Drama: ;2009; Slumdog Millionaire ; Dean-Charles Chapman
1309;Premios Globos de Oro ; Mejor película - Drama: ;2008; Expiación, más allá de la pasión ; Mark Strong
1310;Premios Globos de Oro ; Mejor película - Drama: ;2007; Babel ; Bryan Singer
1311;Premios Globos de Oro ; Mejor película - Drama: ;2006; Brokeback Mountain (En terreno vedado) ; Rami Malek
1312;Premios Globos de Oro ; Mejor película - Drama: ;2005; El aviador ; Joseph Mazzello
1313;Premios Globos de Oro ; Mejor película - Drama: ;2004; El señor de los anillos: El retorno del rey ; Ben Hardy
1314;Premios Globos de Oro ; Mejor película - Drama: ;2003; Las horas ; Martin McDonagh
1315;Premios Globos de Oro ; Mejor película - Drama: ;2002; Una mente maravillosa ; Frances McDormand
1316;Premios Globos de Oro ; Mejor película - Drama: ;2001; Gladiator ; Woody Harrelson
1317;Premios Globos de Oro ; Mejor película - Drama: ;2000; American Beauty ; Sam Rockwell
1318;Premios Globos de Oro ; Mejor película - Drama: ;1999; Salvar al soldado Ryan ; Barry Jenkins
1319;Premios Globos de Oro ; Mejor película - Drama: ;1998; Titanic ; Trevante Rhodes
1320;Premios Globos de Oro ; Mejor película - Drama: ;1997; El paciente inglés ; Naomie Harris
1321;Premios Globos de Oro ; Mejor película - Drama: ;1996; Sentido y sensibilidad ; Mahershala Ali
1322;Premios Globos de Oro ; Mejor película - Drama: ;1995; Forrest Gump ; Alejandro González Iñárritu
1323;Premios Globos de Oro ; Mejor película - Drama: ;1994; La lista de Schindler ; Leonardo DiCaprio
1324;Premios Globos de Oro ; Mejor película - Drama: ;1993; Esencia de mujer ; Tom Hardy
1325;Premios Globos de Oro ; Mejor película - Drama: ;1992; Bugsy ; Domhnall Gleeson
1326;Premios Globos de Oro ; Mejor película - Drama: ;1991; Bailando con lobos ; Richard Linklater
1327;Premios Globos de Oro ; Mejor película - Drama: ;1990; Nacido el cuatro de julio ; Ellar Coltrane
1328;Premios Globos de Oro ; Mejor película - Drama: ;1989; Rain Man ; Patricia Arquette
1329;Premios Globos de Oro ; Mejor película - Drama: ;1988; El último emperador ; Ethan Hawke
1330;Premios Globos de Oro ; Mejor película - Drama: ;1987; Platoon ; Steve McQueen
1331;Premios Globos de Oro ; Mejor película - Drama: ;1986; Memorias de África ; Chiwetel Ejiofor
1332;Premios Globos de Oro ; Mejor película - Drama: ;1985; Amadeus ; Michael Fassbender
1333;Premios Globos de Oro ; Mejor película - Drama: ;1984; La fuerza del cariño ; Lupita Nyong'o
1334;Premios Globos de Oro ; Mejor película - Drama: ;1983; E.T. el extraterrestre ; Ben Affleck
1335;Premios Globos de Oro ; Mejor película - Drama: ;1982; En el estanque dorado ; Ben Affleck
1336;Premios Globos de Oro ; Mejor película - Drama: ;1981; Gente corriente ; John Goodman
1337;Premios Globos de Oro ; Mejor película - Drama: ;1980; Kramer contra Kramer ; Alan Arkin
1338;Premios Globos de Oro ; Mejor película - Drama: ;1979; El expreso de medianoche ; Alexander Payne
1339;Premios Globos de Oro ; Mejor película - Drama: ;1978; Paso decisivo ; George Clooney
1340;Premios Globos de Oro ; Mejor película - Drama: ;1977; Rocky ; Shailene Woodley
1341;Premios Globos de Oro ; Mejor película - Drama: ;1976; Alguien voló sobre el nido del cuco ; Amara Miller
1342;Premios Globos de Oro ; Mejor película - Drama: ;1975; Chinatown ; David Fincher
1343;Premios Globos de Oro ; Mejor película - Drama: ;1974; El exorcista ; Jesse Eisenberg
1344;Premios Globos de Oro ; Mejor película - Drama: ;1973; El padrino ; Andrew Garfield
1345;Premios Globos de Oro ; Mejor película - Drama: ;1972; The French Connection. Contra el imperio de la droga ; Justin Timberlake
1346;Premios Globos de Oro ; Mejor película - Drama: ;1971; Love Story ; James Cameron
1347;Premios Globos de Oro ; Mejor película - Drama: ;1970; Ana de los mil días ; Sam Worthington
1348;Premios Globos de Oro ; Mejor película - Drama: ;1969; El león en invierno ; Zoe Saldana
1349;Premios Globos de Oro ; Mejor película - Drama: ;1968; En el calor de la noche ; Sigourney Weaver
1350;Premios Globos de Oro ; Mejor película - Drama: ;1967; Un hombre para la eternidad ; Danny Boyle
1351;Premios Globos de Oro ; Mejor película - Drama: ;1966; Doctor Zhivago ; Loveleen Tandan
1352;Premios Globos de Oro ; Mejor película - Drama: ;1965; Becket ; Dev Patel
1353;Premios Globos de Oro ; Mejor película - Drama: ;1964; El cardenal ; Freida Pinto
1354;Premios Globos de Oro ; Mejor película - Drama: ;1963; Lawrence de Arabia ; Madhur Mittal
1355;Premios Globos de Oro ; Mejor película - Drama: ;1962; Los cañones de Navarone ; Joe Wright
1356;Premios Globos de Oro ; Mejor película - Drama: ;1961; Espartaco ; Keira Knightley
1357;Premios Globos de Oro ; Mejor película - Drama: ;1960; Ben-Hur ; James McAvoy
1358;Premios Globos de Oro ; Mejor película - Drama: ;1959; Fugitivos ; Romola Garai
1359;Premios Globos de Oro ; Mejor película - Drama: ;1958; El puente sobre el río Kwai ; Alejandro González Iñárritu
1360;Premios Globos de Oro ; Mejor película - Drama: ;1957; La vuelta al mundo en 80 días ; Brad Pitt
1361;Premios Globos de Oro ; Mejor película - Drama: ;1956; Al este del Edén ; Cate Blanchett
1362;Premios Globos de Oro ; Mejor película - Drama: ;1955; La ley del silencio ; Gael García Bernal
1363;Premios Globos de Oro ; Mejor película - Drama: ;1954; La túnica sagrada ; Ang Lee
1364;Premios Globos de Oro ; Mejor película - Drama: ;1953; El mayor espectáculo del mundo ; Heath Ledger
1365;Premios Globos de Oro ; Mejor película - Drama: ;1952; Un lugar en el sol ; Jake Gyllenhaal
1366;Premios Globos de Oro ; Mejor película - Drama: ;1951; El crepúsculo de los dioses ; Anne Hathaway
1367;Premios Globos de Oro ; Mejor película - Drama: ;1950; El político ; Martin Scorsese
1368;Premios Globos de Oro ; Mejor película - Drama: ;1949; El tesoro de Sierra Madre ; Leonardo DiCaprio
1369;Premios Globos de Oro ; Mejor película - Drama: ;1948; Belinda ; Cate Blanchett
1370;Premios Globos de Oro ; Mejor película - Drama: ;1947; La barrera invisible ; Kate Beckinsale
1371;Premios Globos de Oro ; Mejor película - Drama: ;1946; Los mejores años de nuestra vida ; Peter Jackson
1372;Premios Globos de Oro ; Mejor película - Drama: ;1945; Días sin huella ; Elijah Wood
1373;Premios Globos de Oro ; Mejor película - Drama: ;1944; Siguiendo mi camino ; Viggo Mortensen
1374;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2023; Almas en pena de Inisherin ; Martin McDonagh
1375;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2022; West Side Story ; Colin Farrell
1376;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2021; Borat, película film secuela ; Brendan Gleeson
1377;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2020; Érase una vez en... Hollywood ; Kerry Condon
1378;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2019; Green Book ; Steven Spielberg
1379;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2018; Lady Bird ; Rachel Zegler
1380;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2017; La ciudad de las estrellas (La La Land) ; Ansel Elgort
1381;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2016; Marte (The Martian) ; David Alvarez
1382;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2015; El Gran Hotel Budapest ; Jason Woliner
1383;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2014; La gran estafa americana ; Sacha Baron Cohen
1384;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2013; Los miserables ; Maria Bakalova
1385;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2012; The Artist ; Dani Popescu
1386;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2011; Los chicos están bien ; Quentin Tarantino
1387;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2010; Resacón en Las Vegas ; Leonardo DiCaprio
1388;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2009; Vicky Cristina Barcelona ; Brad Pitt
1389;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2008; Sweeney Todd: El barbero diabólico de la calle Fleet ; Margot Robbie
1390;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2007; Dreamgirls ; Peter Farrelly
1391;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2006; En la cuerda floja ; Viggo Mortensen
1392;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2005; Entre copas ; Mahershala Ali
1393;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2004; Lost in Translation ; Iqbal Theba
1394;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2003; Chicago ; Greta Gerwig
1395;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2002; Moulin Rouge ; Saoirse Ronan
1396;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2001; Casi famosos ; Laurie Metcalf
1397;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2000; Toy Story 2 ; Lucas Hedges
1398;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1999; Shakespeare enamorado ; Damien Chazelle
1399;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1998; Mejor... imposible ; Emma Stone
1400;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1997; Evita ; Ryan Gosling
1401;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1996; Babe, el cerdito valiente ; John Legend
1402;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1995; El rey león ; Ridley Scott
1403;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1994; Señora Doubtfire, papá de por vida ; Matt Damon
1404;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1993; El juego de Hollywood ; Jessica Chastain
1405;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1992; La bella y la bestia ; Chiwetel Ejiofor
1406;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1991; Matrimonio de conveniencia ; Wes Anderson
1407;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1990; Paseando a Miss Daisy ; Ralph Fiennes
1408;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1989; Armas de mujer ; Tony Revolori
1409;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1988; Esperanza y gloria ; Saoirse Ronan
1410;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1987; Hannah y sus hermanas ; David O. Russell
1411;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1986; El honor de los Prizzi ; Christian Bale
1412;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1985; Tras el corazón verde ; Amy Adams
1413;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1984; Yentl ; Bradley Cooper
1414;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1983; Tootsie ; Tom Hooper
1415;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1982; Arthur, el soltero de oro ; Hugh Jackman
1416;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1981; Quiero ser libre ; Russell Crowe
1417;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1980; El relevo ; Eddie Redmayne
1418;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1979; El cielo puede esperar ; Michel Hazanavicius
1419;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1978; La chica del adiós ; Jean Dujardin
1420;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1977; Ha nacido una estrella ; Bérénice Bejo
1421;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1976; La pareja chiflada ; James Cromwell
1422;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1975; El rompehuesos ; Lisa Cholodenko
1423;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1974; American Graffiti ; Annette Bening
1424;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1973; Cabaret ; Julianne Moore
1425;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1972; El violinista en el tejado ; Mia Wasikowska
1426;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1971; M.A.S.H. ; Todd Phillips
1427;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1970; El secreto de Santa Vittoria ; Bradley Cooper
1428;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1969; Oliver ; Ed Helms
1429;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1968; El graduado ; Zach Galifianakis
1430;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1967; ¡Que vienen los rusos! ; Woody Allen
1431;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1966; Sonrisas y lágrimas ; Rebecca Hall
1432;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1965; My Fair Lady (Mi bella dama) ; Scarlett Johansson
1433;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1964; Tom Jones ; Javier Bardem
1434;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1963; Las Girls ; Tim Burton
1435;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1962; El rey y yo ; Johnny Depp
1436;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1961; Ellos y ellas ; Helena Bonham Carter
1437;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1960; Carmen Jones ; Alan Rickman
1438;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1959; La luna es azul ; Bill Condon
1439;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1958; Con una canción en mi corazón ; Jamie Foxx
1440;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1957; Un americano en París ; Beyoncé
1441;Premios Emmy ; Mejor Serie de Drama: ;2022; Succession (Serie de TV) ; Jesse Armstrong
1442;Premios Emmy ; Mejor Serie de Drama: ;2021; The Crown (Serie de TV) ; Adam McKay
1443;Premios Emmy ; Mejor Serie de Drama: ;2020; Succession (Serie de TV) ; Brian Cox
1444;Premios Emmy ; Mejor Serie de Drama: ;2019; Juego de Tronos (Serie de TV) ; Jeremy Strong
1445;Premios Emmy ; Mejor Serie de Drama: ;2018; Juego de Tronos (Serie de TV) ; Sarah Snook
1446;Premios Emmy ; Mejor Serie de Drama: ;2017; El cuento de la criada (Serie de TV) ; Peter Morgan
1447;Premios Emmy ; Mejor Serie de Drama: ;2016; Juego de Tronos (Serie de TV) ; Stephen Daldry
1448;Premios Emmy ; Mejor Serie de Drama: ;2015; Juego de Tronos (Serie de TV) ; Claire Foy
1449;Premios Emmy ; Mejor Serie de Drama: ;2014; Breaking Bad (Serie de TV) ; Olivia Colman
1450;Premios Emmy ; Mejor Serie de Drama: ;2013; Breaking Bad (Serie de TV) ; Imelda Staunton
1451;Premios Emmy ; Mejor Serie de Drama: ;2012; Homeland (Serie de TV) ; Jesse Armstrong
1452;Premios Emmy ; Mejor Serie de Drama: ;2011; Mad Men (Serie de TV) ; Adam McKay
1453;Premios Emmy ; Mejor Serie de Drama: ;2010; Mad Men (Serie de TV) ; Brian Cox
1454;Premios Emmy ; Mejor Serie de Drama: ;2009; Mad Men (Serie de TV) ; Jeremy Strong
1455;Premios Emmy ; Mejor Serie de Drama: ;2008; Mad Men (Serie de TV) ; Sarah Snook
1456;Premios Emmy ; Mejor Serie de Drama: ;2007; Los Soprano (Serie de TV) ; David Benioff
1457;Premios Emmy ; Mejor Serie de Drama: ;2006; 24 (Serie de TV) ; D.B. Weiss
1458;Premios Emmy ; Mejor Serie de Drama: ;2005; Perdidos (Lost) (Serie de TV) ; Emilia Clarke
1459;Premios Emmy ; Mejor Serie de Drama: ;2004; Los Soprano (Serie de TV) ; Kit Harington
1460;Premios Emmy ; Mejor Serie de Drama: ;2003; El ala oeste de la Casa Blanca (Serie de TV) ; Lena Headey
1461;Premios Emmy ; Mejor Serie de Drama: ;2002; El ala oeste de la Casa Blanca (Serie de TV) ; David Benioff
1462;Premios Emmy ; Mejor Serie de Drama: ;2001; El ala oeste de la Casa Blanca (Serie de TV) ; D.B. Weiss
1463;Premios Emmy ; Mejor Serie de Drama: ;2000; El ala oeste de la Casa Blanca (Serie de TV) ; Emilia Clarke
1464;Premios Emmy ; Mejor Serie de Drama: ;1999; El abogado (Serie de TV) ; Kit Harington
