id;festival;categoria;año;interpretacion;pelicula;director
4691;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2006; Kiefer Sutherland ; 24 (Serie de TV) ; Vince Gilligan
4692;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2005; James Spader ; Boston Legal (Serie de TV) ; Bryan Cranston
4693;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2004; James Spader ; El abogado (Serie de TV) ; Aaron Sorkin
4694;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2003; James Gandolfini ; Los Soprano (Serie de TV) ; Jeff Daniels
4695;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2002; Michael Chiklis ; The Shield: Al margen de la ley (Serie de TV) ; Howard Gordon
4696;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2001; James Gandolfini ; Los Soprano (Serie de TV) ; Claire Danes
4697;Premios Emmy ; Mejor actor principal en Serie de Drama: ;2000; James Gandolfini ; Los Soprano (Serie de TV) ; Peter Berg
4698;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1999; Dennis Franz ; Policías de Nueva York - NYPD Blue (Serie de TV) ; Kyle Chandler
4699;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1998; André Braugher ; Homicidio (Serie de TV) ; Vince Gilligan
4700;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1997; Dennis Franz ; Policías de Nueva York - NYPD Blue (Serie de TV) ; Bryan Cranston
4701;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1996; Dennis Franz ; Policías de Nueva York - NYPD Blue (Serie de TV) ; Vince Gilligan
4702;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1995; Mandy Patinkin ; Chicago Hope (Serie de TV) ; Bryan Cranston
4703;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1994; Dennis Franz ; Policías de Nueva York - NYPD Blue (Serie de TV) ; Vince Gilligan
4704;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1993; Tom Skerritt ; Picket Fences (Serie de TV) ; Bryan Cranston
4705;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1992; Christopher Lloyd ; Camino a Avonlea (Serie de TV) ; David E. Kelley
4706;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1991; James Earl Jones ; La pasión de Gabriel (Serie de TV) ; James Spader
4707;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1990; Peter Falk ; Colombo: Agenda para el crimen (TV) ; Joel Surnow
4708;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1989; Carroll O'Connor ; En el calor de la noche (Serie de TV) ; Kiefer Sutherland
4709;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1988; Richard Kiley ; Un año en la vida (Serie de TV) ; David E. Kelley
4710;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1987; Bruce Willis ; Luz de luna (Serie de TV) ; James Spader
4711;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1986; William Daniels ; Hospital (Serie de TV) ; David E. Kelley
4712;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1985; William Daniels ; Hospital (Serie de TV) ; Dylan McDermott
4713;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1984; Tom Selleck ; Magnum (Serie de TV) ; David Chase
4714;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1983; Ed Flanders ; Hospital (Serie de TV) ; James Gandolfini
4715;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1982; Daniel J. Travanti ; Canción triste de Hill Street (Serie de TV) ; Shawn Ryan
4716;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1981; Daniel J. Travanti ; Canción triste de Hill Street (Serie de TV) ; Michael Chiklis
4717;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1980; Ed Asner ; Lou Grant (Serie de TV) ; David Chase
4718;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1979; Ron Leibman ; Kaz (Serie de TV) ; James Gandolfini
4719;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1978; Ed Asner ; Lou Grant (Serie de TV) ; David Chase
4720;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1977; James Garner ; Los casos de Rockford (Serie de TV) ; James Gandolfini
4721;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1976; Peter Falk ; Colombo (Serie de TV) ; Steven Bochco
4722;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1975; Robert Blake ; Baretta (Serie de TV) ; Dennis Franz
4723;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1974; Telly Savalas ; Kojak (Serie de TV) ; Paul Attanasio
4724;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1973; Richard Thomas ; Los Walton (Serie de TV) ; Richard Belzer
4725;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1972; Peter Falk ; Colombo (Serie de TV) ; Steven Bochco
4726;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1971; Hal Holbrook ; The Bold Ones: The Senator (Serie de TV) ; Dennis Franz
4727;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1970; Robert Young ; Marcus Welby, doctor en medicina (Serie de TV) ; Steven Bochco
4728;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1969; Carl Betz ; Judd, abogado defensor (Serie de TV) ; Dennis Franz
4729;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1968; Melvyn Douglas [Mejor interpretación única] ; Do Not Go Gentle Into That Good Night (TV) ; David E. Kelley
4730;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1967; Bill Cosby ; Yo, espía (Serie de TV) ; Adam Arkin
4731;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1966; Peter Ustinov [Mejor interpretación única] ; Barefoot in Athens (TV) ; Steven Bochco
4732;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1965; Bill Cosby ; Yo, espía (Serie de TV) ; Dennis Franz
4733;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1964; Cliff Robertson [Mejor interpretación única] ; La hora de los famosos (Serie de TV) ; David E. Kelley
4734;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1963; Bill Cosby ; Yo, espía (Serie de TV) ; Tom Skerritt
4735;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1962; Raymond Burr ; Perry Mason (Serie de TV) ; Kevin Sullivan
4736;Premios Emmy ; Mejor actor principal en Serie de Drama: ;1961; Robert Young ; Papá lo sabe todo (Serie de TV) ; Zachary Bennett
4737;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2022; Jason Sudeikis ; Ted Lasso (Serie de TV) ; Bill Lawrence
4738;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2021; Jason Sudeikis ; Ted Lasso (Serie de TV) ; Jason Sudeikis
4739;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2020; Eugene Levy ; Schitt's Creek (Serie de TV) ; Bill Lawrence
4740;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2019; Bill Hader ; Barry (Serie de TV) ; Jason Sudeikis
4741;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2018; Bill Hader ; Barry (Serie de TV) ; Dan Levy
4742;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2017; Donald Glover ; Atlanta (Serie de TV) ; Eugene Levy
4743;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2016; Jeffrey Tambor ; Transparent (Serie de TV) ; Alec Berg
4744;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2015; Jeffrey Tambor ; Transparent (Serie de TV) ; Bill Hader
4745;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2014; Jim Parsons ; Big Bang (Serie de TV) ; Alec Berg
4746;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2013; Jim Parsons ; Big Bang (Serie de TV) ; Bill Hader
4747;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2012; Jon Cryer ; Dos hombres y medio (Serie de TV) ; Donald Glover
4748;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2011; Jim Parsons ; Big Bang (Serie de TV) ; Donald Glover
4749;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2010; Jim Parsons ; Big Bang (Serie de TV) ; Joey Soloway
4750;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2009; Alec Baldwin ; Rockefeller Plaza (30 Rock) (Serie de TV) ; Jeffrey Tambor
4751;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2008; Alec Baldwin ; Rockefeller Plaza (30 Rock) (Serie de TV) ; Joey Soloway
4752;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2007; Ricky Gervais ; Extras (Serie de TV) ; Jeffrey Tambor
4753;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2006; Tony Shalhoub ; Monk (Serie de TV) ; Chuck Lorre
4754;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2005; Tony Shalhoub ; Monk (Serie de TV) ; Johnny Galecki
4755;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2004; Kelsey Grammer ; Frasier (Serie de TV) ; Chuck Lorre
4756;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2003; Tony Shalhoub ; Monk (Serie de TV) ; Johnny Galecki
4757;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2002; Ray Romano ; Raymond (Serie de TV) ; Chuck Lorre
4758;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2001; Eric McCormack ; Will & Grace (Serie de TV) ; Charlie Sheen
4759;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;2000; Michael J. Fox ; Spin City (Serie de TV) ; Chuck Lorre
4760;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1999; John Lithgow ; Cosas de Marcianos (Serie de TV) ; Johnny Galecki
4761;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1998; Kelsey Grammer ; Frasier (Serie de TV) ; Chuck Lorre
4762;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1997; John Lithgow ; Cosas de Marcianos (Serie de TV) ; Johnny Galecki
4763;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1996; John Lithgow ; Cosas de Marcianos (Serie de TV) ; Tina Fey
4764;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1995; Kelsey Grammer ; Frasier (Serie de TV) ; Tina Fey
4765;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1994; Kelsey Grammer ; Frasier (Serie de TV) ; Tina Fey
4766;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1993; Ted Danson ; Cheers (Serie de TV) ; Tina Fey
4767;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1992; Craig T. Nelson ; Entrenador (Serie de TV) ; Ricky Gervais
4768;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1991; Burt Reynolds ; La familia Newton (Serie de TV) ; Ricky Gervais
4769;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1990; Ted Danson ; Cheers (Serie de TV) ; Andrew Breckman
4770;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1989; Richard Mulligan ; Nido vacío (Serie de TV) ; Tony Shalhoub
4771;Premios Emmy ; Mejor actor principal en Serie de Comedia: ;1988; Michael J. Fox ; Enredos de familia (Serie de TV) ; Andrew Breckman
