id;festival;categoria;año;premiado_a
338;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2017; The Disaster Artist 
339;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2016; Yo no soy Madame Bovary 
340;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2015; Gorriones 
341;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2014; Magical Girl 
342;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2013; Pelo malo 
343;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2012; En la casa 
344;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2011; Los pasos dobles 
345;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2010; Neds (No educados y delincuentes) 
346;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2009; Ciudad de vida y muerte 
347;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2008; La caja de pandora 
348;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2007; Mil años de oración 
349;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2006; Mi hijo 
350;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2005; Media luna 
351;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2004; Algo parecido a la felicidad 
352;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2003; Las tortugas también vuelan 
353;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2002; Miedo a disparar 
354;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2001; Los lunes al sol 
355;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2000; Taxi para tres 
356;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1999; La perdición de los hombres 
357;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1998; ¿Qué es la vida? 
358;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1997; El viento se llevó lo que 
359;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1996; No va más 
360;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1995; Trojan Eddie 
361;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1994; Bwana 
362;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1993; El museo de Margaret 
363;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1992; Días contados 
364;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1991; Sara 
365;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1990; Principio y fin 
366;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1989; Un lugar en el mundo 
367;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1988; Alas de mariposa 
368;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1987; Las cartas de Alou 
369;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1986; La nación clandestina 
370;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1985; Homer y Eddie 
371;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1984; Sobre la colina negra 
372;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1983; Boda en Galilea 
373;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1982; La mitad del cielo 
374;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1981; Yesterday 
375;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1980; Maratón de otoño 
376;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1979; Alambrista! 
377;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1978; Una pieza inacabada para piano mecánico 
378;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1977; Los gitanos se van al cielo 
379;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1976; Furtivos 
380;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1975; Malas tierras 
381;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1974; El espíritu de la colmena 
382;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1973; La casa de cristal (TV) 
383;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1972; La rodilla de Clara 
384;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1971; Ondata di calore 
385;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1970; Llueve sobre mi corazón 
386;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1969; Todo un día para morir 
387;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1968; Dos en la carretera 
388;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1967; Retorno al pasado 
389;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1966; Espejismo 
390;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1965; Zlatá reneta 
391;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1964; América, América 
392;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1963; El poder de la mafia 
393;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1962; La isla de Arturo 
394;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1961; El rostro impenetrable 
395;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1960; Romeo, Julieta y las tinieblas 
396;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1959; Historia de una monja 
397;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1958; Eva quiere dormir 
398;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1957; Sabela 
399;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1956; El ferroviario 
400;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1955; Días de amor 
401;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1954; Sierra maldita 
402;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1953; La guerra de Dios 
403;Festival de San Sebastián ; Premio Especial del Jurado: ;2022; Runner 
404;Festival de San Sebastián ; Premio Especial del Jurado: ;2021; Earwig 
405;Festival de San Sebastián ; Premio Especial del Jurado: ;2020; Crock of Gold: Bebiendo con Shane MacGowan 
406;Festival de San Sebastián ; Premio Especial del Jurado: ;2019; Próxima 
407;Festival de San Sebastián ; Premio Especial del Jurado: ;2018; Alpha: The Right To Kill 
408;Festival de San Sebastián ; Premio Especial del Jurado: ;2017; Handia 
409;Festival de San Sebastián ; Premio Especial del Jurado: ;2016; The Giant 
410;Festival de San Sebastián ; Premio Especial del Jurado: ;2015; El invierno 
411;Festival de San Sebastián ; Premio Especial del Jurado: ;2014; Evolution 
412;Festival de San Sebastián ; Premio Especial del Jurado: ;2013; Vida salvaje 
413;Festival de San Sebastián ; Premio Especial del Jurado: ;2012; La herida 
414;Festival de San Sebastián ; Premio Especial del Jurado: ;2011; Blancanieves 
415;Festival de San Sebastián ; Premio Especial del Jurado: ;2010; El Skylab 
416;Festival de San Sebastián ; Premio Especial del Jurado: ;2009; Elisa K 
417;Festival de San Sebastián ; Premio Especial del Jurado: ;2008; Mi refugio 
418;Festival de San Sebastián ; Premio Especial del Jurado: ;2007; El caballo de dos piernas 
419;Festival de San Sebastián ; Premio Especial del Jurado: ;2006; Buda explotó por vergüenza 
420;Festival de San Sebastián ; Premio Especial del Jurado: ;2005; El camino de San Diego 
421;Festival de San Sebastián ; Premio Especial del Jurado: ;2004; Iluminados por el fuego 
422;Festival de San Sebastián ; Premio Especial del Jurado: ;2003; Sueño de una noche de invierno 
423;Festival de San Sebastián ; Premio Especial del Jurado: ;2002; Vías cruzadas 
424;Festival de San Sebastián ; Premio Especial del Jurado: ;2001; Historias mínimas 
425;Festival de San Sebastián ; Premio Especial del Jurado: ;2000; En construcción 
426;Festival de San Sebastián ; Premio Especial del Jurado: ;1999; Paria 
427;Festival de San Sebastián ; Premio Especial del Jurado: ;1998; Jaime 
428;Festival de San Sebastián ; Premio Especial del Jurado: ;1997; De todo corazón 
429;Festival de San Sebastián ; Premio Especial del Jurado: ;1996; Dioses y monstruos 
430;Festival de San Sebastián ; Premio Especial del Jurado: ;1995; A la luz del fuego 
431;Festival de San Sebastián ; Premio Especial del Jurado: ;1994; Little Angel 
432;Festival de San Sebastián ; Premio Especial del Jurado: ;1993; Nadie hablará de nosotras cuando hayamos muerto 
433;Festival de San Sebastián ; Premio Especial del Jurado: ;1992; Second Best (Difícil elección) 
434;Festival de San Sebastián ; Premio Especial del Jurado: ;1991; Huevos de oro 
435;Festival de San Sebastián ; Premio Especial del Jurado: ;1990; Zwolnieni z zycia (Dismissed from Life) 
436;Festival de San Sebastián ; Premio Especial del Jurado: ;1989; The Man Who Doesn't Return 
437;Festival de San Sebastián ; Premio Especial del Jurado: ;1988; Rojo amanecer 
438;Festival de San Sebastián ; Premio Especial del Jurado: ;1987; El mar y el tiempo 
439;Festival de San Sebastián ; Premio Especial del Jurado: ;1986; No amarás 
440;Festival de San Sebastián ; Premio Especial del Jurado: ;1985; The Great Generation 
441;Festival de San Sebastián ; Premio Especial del Jurado: ;1984; Zina 
442;Festival de San Sebastián ; Premio Especial del Jurado: ;1983; Mamá cumple 100 años 
443;Festival de San Sebastián ; Premio Especial del Jurado: ;1982; El lugar sin límites 
444;Festival de San Sebastián ; Premio Especial del Jurado: ;1981; Caddie 
445;Festival de San Sebastián ; Premio Especial del Jurado: ;1980; Blindfold 
446;Festival de San Sebastián ; Premio Especial del Jurado: ;1979; Boquitas pintadas 
447;Festival de San Sebastián ; Premio Especial del Jurado: ;1978;  
448;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2022; Los Fabelman 
449;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2021; Belfast 
450;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2020; Nomadland 
451;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2019; Jojo Rabbit 
452;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2018; Green Book 
453;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2017; Tres anuncios en las afueras 
454;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2016; La ciudad de las estrellas (La La Land) 
455;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2015; La habitación 
456;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2014; The Imitation Game (Descifrando Enigma) 
457;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2013; 12 años de esclavitud 
458;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2012; El lado bueno de las cosas 
459;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2011; ¿Y ahora adónde vamos? 
460;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2010; El discurso del Rey 
461;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2009; Precious 
462;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2008; Slumdog Millionaire 
463;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2007; Promesas del este 
464;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2006; Bella 
465;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2005; Tsotsi 
466;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2004; Hotel Rwanda 
467;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2003; Zatoichi 
468;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2002; Whale Rider 
469;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2001; Amélie 
470;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2000; Tigre y dragón 
471;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1999; American Beauty 
472;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1998; La vida es bella 
473;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1997; El jardín colgante 
474;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1996; Shine. El resplandor de un genio 
475;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1995; Antonia 
476;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1994; Priest 
477;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1993; Café irlandés 
478;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1992; El amor está en el aire 
479;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1991; El rey pescador 
480;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1990; Cyrano de Bergerac 
481;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1989; Roger y yo 
482;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1988; Mujeres al borde de un ataque de nervios 
483;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1987; La princesa prometida 
484;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1986; El declive del imperio americano 
485;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1985; La historia oficial 
486;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1984; En un lugar del corazón 
487;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1983; Reencuentro 
488;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1982; La tempestad 
489;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1981; Carros de fuego 
490;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1980; Contratiempo 
491;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1979; El mejor de los muchachos 
492;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;1978; Las amigas 
493;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2022; Black Ice 
494;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2021; Rescate en las profundidades 
495;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2020; Inconvenient Indian 
496;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2019; The Cave 
497;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2018; Free Solo 
498;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2017; Caras y lugares 
499;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2016; I Am Not Your Negro 
500;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2015; Winter on Fire 
501;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2014; Beats of the Antonov 
502;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2013; The Square 
503;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2012; Artifact 
504;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2011; The Island President 
505;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2010; Force of Nature: The David Suzuki Movie 
506;Festival de Toronto (TIFF) ; Premio del Público (Mejor Documental): ;2009; The Topp Twins: Untouchable Girls 
507;Festival de Annecy ; Cristal al Mejor largometraje: ;2023; El pequeño Nicolás 
508;Festival de Annecy ; Cristal al Mejor largometraje: ;2022; Flee 
509;Festival de Annecy ; Cristal al Mejor largometraje: ;2021; Calamity 
510;Festival de Annecy ; Cristal al Mejor largometraje: ;2020; ¿Dónde está mi cuerpo? 
511;Festival de Annecy ; Cristal al Mejor largometraje: ;2019; Funan 
512;Festival de Annecy ; Cristal al Mejor largometraje: ;2018; Lu Over the Wall 
513;Festival de Annecy ; Cristal al Mejor largometraje: ;2017; La vida de Calabacín 
514;Festival de Annecy ; Cristal al Mejor largometraje: ;2016; Avril y el mundo alterado 
515;Festival de Annecy ; Cristal al Mejor largometraje: ;2015; El niño y el mundo 
516;Festival de Annecy ; Cristal al Mejor largometraje: ;2014; Rio 2096: Una historia de amor y furia 
517;Festival de Annecy ; Cristal al Mejor largometraje: ;2013; Crulic, camino al más allá 
518;Festival de Annecy ; Cristal al Mejor largometraje: ;2012; El gato del rabino 
519;Festival de Annecy ; Cristal al Mejor largometraje: ;2011; Fantástico Sr. Fox 
520;Festival de Annecy ; Cristal al Mejor largometraje: ;2010; Mary and Max 
521;Festival de Annecy ; Cristal al Mejor largometraje: ;2009; Los mundos de Coraline 
522;Festival de Annecy ; Cristal al Mejor largometraje: ;2008; Sita Sings the Blues 
523;Festival de Annecy ; Cristal al Mejor largometraje: ;2007; Free Jimmy 
524;Festival de Annecy ; Cristal al Mejor largometraje: ;2006; Renacimiento (Renaissance) 
525;Festival de Annecy ; Cristal al Mejor largometraje: ;2005; El distrito (Nyócker!) 
